sf_id,company_name,industry,sub_industry,annual_revenue,employee_count,headquarters,full_name,title,department,role_type,authority_level,budget_authority,veto_power,tenure,previous_role,education,key_priorities,pain_points,source_file,extraction_confidence,m_a_score,m_a_rationale,ransomware_score,ransomware_rationale,overall_priority,engagement_approach,extraction_date,psi_version
A-092681,Ontario Power Generation,,,,,,Shelley Babin,Chief Operations Officer,Operations,Other C-Suite,Executive Decision Maker,Yes,No,,,,"**: Fleet-wide OT security, operational resilience",,Ontario_Power_Generation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,40,Ransomware impact: Operational responsibility,Priority 4,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-092681,Ontario Power Generation,,,,,,Carlton Mathias,"Chief Legal, ESG and Governance Officer",Legal,Other C-Suite,Executive Decision Maker,Yes,No,,,,"**: Legal implications of cyber incidents, regulatory compliance",,Ontario_Power_Generation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-094599,Eversource Energy,", former SVP Electric Operations",,,"10,000",,THREAT ACTOR TARGETING,Nation-state Actors: Grid infrastructure represents high-value target,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-094599,Eversource Energy,", former SVP Electric Operations",,,"10,000",,OPERATIONAL LEVEL TARGETING,VP Information Technology: Infrastructure modernization partnerships,Technology,VP,Decision Influencer,Yes,No,,,,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-096235,Axpo US LLC,best practices and innovations,,,,,Kamal Khoury,Managing Director Engagement,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,Axpo UK Managing Director with deep renewable energy expertise,,,,Engagement_Strategy.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-096235,Axpo US LLC,best practices and innovations,,,,,Henriette Wendt,"Group Chief Operating Officer, Axpo Holding AG",Executive,COO,Executive Decision Maker,Yes,No,,,,,,Axpo_US_LLC_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,70,M&A relevance: COO position,100,Ransomware impact: Chief Operating Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-096235,Axpo US LLC,best practices and innovations,,,,,Jacopo Fumagalli,"Group Chief Information Security Officer, Axpo Services AG",Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,Axpo_US_LLC_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,95,Ransomware impact: Chief Information Security Officer role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-096235,Axpo US LLC,best practices and innovations,,,,,Domenico De Luca,"Head Business Area Trading & Sales, Axpo Solutions AG",Sales,Other,Stakeholder,No,No,,,,,,Axpo_US_LLC_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: Other position,30,Ransomware impact: Other position,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,Maria Pope,President and Chief Executive Officer,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,PGE in 2009 as CFO; appointed CEO in 2017,CFO of Mentor Graphics Corporation,,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,Ben Felton,Executive Vice President and Chief Operating Officer,Executive,COO,Ultimate Decision Maker,Yes,Yes,PGE in 2023 with 30+ years energy industry experience,SVP Energy Supply at DTE Energy,bs,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,100,Ransomware impact: Chief Operating Officer role,Priority 1,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,James A. Ajello,Executive Vice President and Chief Financial Officer,Executive,CFO,Ultimate Decision Maker,Yes,Yes,CFO in January 2021,finance executive roles in energy sector,,,,Organization_Foundation.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,John T. Kochavatr,Chief Information Officer and VP of Information Technology,Technology,CIO/CTO,Executive Decision Maker,Yes,No,PGE in February 2018,CIO at SUEZ Water Technologies & Solutions,,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: Chief Information Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,Larry Bekkedahl,Senior VP of Transmission & Distribution Operations,Operations,VP,Decision Influencer,Yes,No,,,,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,40,Ransomware impact: Operational responsibility,Priority 4,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,Deborah Powell,Vice President of Utility Operations,Operations,VP,Ultimate Decision Maker,Yes,Yes,PGE in May 2024,,ms,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,40,Ransomware impact: Operational responsibility,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,John McFarland,Chief Customer Officer,Executive,Other C-Suite,Executive Decision Maker,Yes,No,PGE in 2024,,,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,Jack Davis,Chairman of the Board,Executive,Board Member,Ultimate Decision Maker,No,Yes,,,,on technology innovation and clean energy strategy,,Organization_Foundation.md,0.9,85,M&A relevance: Chairman role,30,Ransomware impact: General stakeholder,Priority 2,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,Service Territory Characteristics,High-Tech Corridor**: Serves Silicon Forest semiconductor industry,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,- **Urban/Rural Mix**: From Portland metro to rural communities,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,C-Suite Engagement,CEO briefing on cyber resilience,Security,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Engagement_Strategy.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,Internal Champions Development,Primary**: CIO John Kochavatr - Innovation ally,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,- **Technical**: OT Security Director - Daily pain points,- **Emerging**: New CISO hire - Shape strategy early,Engagement_Strategy.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CIO role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,System Hardening,"Covered conductor: 2,000 miles",Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Business_Initiatives.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-098765,Portland General Electric,sustainability initiatives,,,,,Sustainability Achievement Targets,Carbon reduction: 80% by 2030 trajectory,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Strategic_Context.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-107329,Casper Sleep Inc,leader,,,,,Emilie Arel,"Former CEO (departed March 1, 2024)",Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,October 2013,Chief Strategy Officer and COO,,,,Organization_Foundation.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-107329,Casper Sleep Inc,leader,,,,,Neil Parikh,"Board Member since October 2013, Co-founder, former Chief Strategy Officer and COO",Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,Organization_Foundation.md,0.9,80,M&A relevance: Board Member role,100,Ransomware impact: COO role,Priority 1,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-107329,Casper Sleep Inc,leader,,,,,George Poulios,"VP of Retail, Real Estate and Store Development",Executive,VP,Decision Influencer,Yes,No,,,,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-107329,Casper Sleep Inc,leader,,,,,Amber Minson,Former Chief Marketing Officer (joined Sleep Number),Marketing,Other C-Suite,Executive Decision Maker,Yes,No,,Chief Financial & Operating Officer,,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-107329,Casper Sleep Inc,leader,,,,,Randy Greben,Former Chief Financial & Operating Officer,Executive,CFO,Executive Decision Maker,Yes,No,,,,,,Organization_Foundation.md,0.9,100,M&A relevance: CFO position,75,Ransomware impact: CFO position,Priority 1,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-107329,Casper Sleep Inc,leader,,,,,MODERATE,Recent CEO transition completed successfully,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Organization_Foundation.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-109140,CenterPoint Energy,,,,,,Jason P. Wells,President & Chief Executive Officer,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,PG&E Corporation EVP & CFO with utility operational risk experience,,,,CenterPoint_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-109140,CenterPoint Energy,,,,,,Monica Karuturi,Executive Vice President & General Counsel,Legal,EVP,Ultimate Decision Maker,Yes,Yes,**: Long-tenured with various roles at CenterPoint,,,,,CenterPoint_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: General Counsel role,30,Ransomware impact: General stakeholder,Priority 2,Focus on regulatory compliance and liability in M&A context,2025-06-18 10:14:56,v1.0
A-109140,CenterPoint Energy,,,,,,Kenneth E. Coleman,Senior Vice President & CIO,Technology,CIO/CTO,Ultimate Decision Maker,Yes,Yes,,Southern Company SVP & CIO with utility IT experience,,,,CenterPoint_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,90,Ransomware impact: CIO role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-109140,CenterPoint Energy,,,,,,Christopher A. Foster,Executive Vice President & CFO,Finance,CFO,Ultimate Decision Maker,Yes,Yes,,PG&E Corporation EVP & CFO,,**: Financial risk management and operational cost optimization,,CenterPoint_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: CFO role,75,Ransomware impact: CFO role,Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-109140,CenterPoint Energy,,,,,,Carla Kneipp,Senior Vice President Procurement,Executive,SVP,Ultimate Decision Maker,Yes,Yes,**: CenterPoint employee since 2007 in various procurement roles,,,,,CenterPoint_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-110670,San Francisco International Airport,,,,,,Mike Nakornkhet,Airport Director,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,San_Francisco_International_Airport_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-110670,San Francisco International Airport,,,,,,Iyad Hindiyeh,Chief Digital Transformation Officer,Executive,Other C-Suite,Executive Decision Maker,Yes,No,,,,,,San_Francisco_International_Airport_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-110670,San Francisco International Airport,,,,,,Guy Clarke,Cybersecurity & IT Governance Director,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,BS,,,San_Francisco_International_Airport_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-110670,San Francisco International Airport,,,,,,Jonathan Kaplan,Director & CISO,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,San_Francisco_International_Airport_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,95,Ransomware impact: CISO role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-110670,San Francisco International Airport,,,,,,Jeff Littlefield,Chief Operating Officer,Executive,COO,Executive Decision Maker,Yes,No,,,,,,San_Francisco_International_Airport_GTM_Part_3_Project_Nightingale.md,0.9,70,M&A relevance: COO position,100,Ransomware impact: Chief Operating Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-110670,San Francisco International Airport,,,,,,Kevin Bumen,Chief Financial and Commercial Officer,Sales,CFO,Executive Decision Maker,Yes,No,,,BS,,,San_Francisco_International_Airport_GTM_Part_3_Project_Nightingale.md,0.9,100,M&A relevance: CFO position,75,Ransomware impact: CFO position,Priority 1,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-110753,PepsiCo Beverages Company,** Food and Beverage Manufacturing,,,,,North America,"Headquarters:** Purchase, NY (Corporate), Plano, TX (Operations), Chicago, IL (Gatorade/Quaker)",Operations,Other,Stakeholder,No,No,,,,,,Organization_Foundation.md,0.9,30,M&A relevance: Other position,40,"Ransomware impact: Other position, Operational responsibility",Priority 4,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-110753,PepsiCo Beverages Company,** Food and Beverage Manufacturing,,,,,Multi,Vector Approach,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,Identification:** Multi-year cybersecurity program for global manufacturing environments,Engagement_Strategy.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-110753,PepsiCo Beverages Company,** Food and Beverage Manufacturing,,,,,Ramon Laguarta,Chairman and Chief Executive Officer,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,PepsiCo_Beverages_Company_GTM_Part_3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: Chairman role,30,Ransomware impact: General stakeholder,Priority 2,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-110753,PepsiCo Beverages Company,** Food and Beverage Manufacturing,,,,,Jamie Caulfield,Executive Vice President and Chief Financial Officer,Executive,CFO,Ultimate Decision Maker,Yes,Yes,,,,,,PepsiCo_Beverages_Company_GTM_Part_3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-110753,PepsiCo Beverages Company,** Food and Beverage Manufacturing,,,,,Athina Kanioura,"Executive Vice President, Chief Strategy & Transformation Officer",Executive,Other C-Suite,Ultimate Decision Maker,Yes,Yes,,,,,,PepsiCo_Beverages_Company_GTM_Part_3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-110753,PepsiCo Beverages Company,** Food and Beverage Manufacturing,,,,,Ram Krishnan,"CEO, PepsiCo Beverages North America",Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,PepsiCo_Beverages_Company_GTM_Part_3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-110753,PepsiCo Beverages Company,** Food and Beverage Manufacturing,,,,,Robin Till,OT Infrastructure & Assets Manager (OT Cyber Security Lead),Security,Manager,Stakeholder,No,No,,,,,,PepsiCo_Beverages_Company_GTM_Part_3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-110753,PepsiCo Beverages Company,** Food and Beverage Manufacturing,,,,,Mike Hayes,"Senior Engineering Manager, Control Systems & Cyber Security",Security,Manager,Stakeholder,No,No,,,ms,,,PepsiCo_Beverages_Company_GTM_Part_3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-112333,Redaptive Inc,"Classification**: Energy Efficiency Services, Industrial IoT, Building Automation",,,114+,,Customer Experience Enhancement,Self-Service Portal**: Enhanced customer dashboard and analytics,Executive,Board Member,Stakeholder,No,No,,,,,identification and resolution,Business_Initiatives.md,0.9,80,M&A relevance: Board Member position,45,Ransomware impact: Critical infrastructure,Priority 2,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-112789,McDonalds Corporation,digital transformation.,,,"150,000+",,Presentation Excellence,CEO participation,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Engagement_Strategy.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-112789,McDonalds Corporation,digital transformation.,,,"150,000+",,Intelligence Validation,Confirm CISO priorities,Security,CISO,Executive Decision Maker,No,No,,,,,,Engagement_Strategy.md,0.9,30,M&A relevance: General stakeholder,95,Ransomware impact: CISO role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-112789,McDonalds Corporation,digital transformation.,,,"150,000+",,Relationship Activation,CEO-to-CEO outreach,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Engagement_Strategy.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-122495,Vermont Electric Power,,,,,,Thomas Dunn,President & Chief Executive Officer,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Vermont_Electric_Power_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-122495,Vermont Electric Power,,,,,,Dan Nelson,Vice President of Technology,Technology,VP,Ultimate Decision Maker,Yes,Yes,,,,,,Vermont_Electric_Power_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-122495,Vermont Electric Power,,,,,,Mark Sciarrotta,"VP, General Counsel & Chief Compliance Officer",Legal,Other C-Suite,Executive Decision Maker,Yes,No,,,,,,Vermont_Electric_Power_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: General Counsel role,30,Ransomware impact: General stakeholder,Priority 2,Focus on regulatory compliance and liability in M&A context,2025-06-18 10:14:56,v1.0
A-122495,Vermont Electric Power,,,,,,Michele C. Nelson,Chief Financial Officer,Executive,CFO,Executive Decision Maker,Yes,No,,,,,,Vermont_Electric_Power_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-122495,Vermont Electric Power,,,,,,Michael Fiske,Chief Operating Officer,Executive,COO,Executive Decision Maker,Yes,No,,,,,,Vermont_Electric_Power_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,70,M&A relevance: COO position,100,Ransomware impact: Chief Operating Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-122495,Vermont Electric Power,,,,,,Cheryl Mullins,VP & Chief Human Resources Officer,Human Resources,Other C-Suite,Executive Decision Maker,Yes,No,,,,,,Vermont_Electric_Power_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-122766,Maher Terminals Inc,,,,,,Gary Cross,President & CEO,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,45 years,,,,,Maher_Terminals_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-122766,Maher Terminals Inc,,,,,,Laura Markham,Chief Information Officer,Technology,CIO/CTO,Executive Decision Maker,Yes,No,2010 (15+ years maritime IT experience),CIO role at Ports America (deep industry context),ms,,,Maher_Terminals_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: Chief Information Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-122766,Maher Terminals Inc,,,,,,Joseph Farley,VP Corporate Compliance & External Affairs,Legal,VP,Decision Influencer,Yes,No,,,MS,,,Maher_Terminals_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-122766,Maher Terminals Inc,,,,,,Anthony Murrello,Chief Operations Officer,Operations,Other C-Suite,Executive Decision Maker,Yes,No,,,ms,,,Maher_Terminals_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,40,Ransomware impact: Operational responsibility,Priority 4,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-122766,Maher Terminals Inc,,,,,,Ron Tonuzi,Executive VP & CFO,Finance,CFO,Executive Decision Maker,Yes,Yes,,,,,,Maher_Terminals_GTM_Part_3_Project_Nightingale.md,0.9,100,M&A relevance: CFO role,75,Ransomware impact: CFO role,Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-122766,Maher Terminals Inc,,,,,,Lou Allora,Chief Engineer & VP Engineering,Executive,Other C-Suite,Executive Decision Maker,Yes,No,,,ms,"**: 40-year Kalmar relationship, Collision Warning System deployment",,Maher_Terminals_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-129751,McDonalds Corporation,,,,,,Key Decision-Maker Intelligence:,Direct CEO-to-CIO reporting relationship enabling streamlined technology investment decisions,Technology,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,"- Board composition emphasizing operational excellence, technology innovation, and global risk management",,McDonalds_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,90,Ransomware impact: CIO role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-129751,McDonalds Corporation,,,,,,Influence Network:,Direct relationships with Board technology and audit committees,Technology,Board Member,Stakeholder,No,No,,,,,,McDonalds_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,80,M&A relevance: Board Member position,30,Ransomware impact: General stakeholder,Priority 2,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-129751,McDonalds Corporation,,,,,,Chris Kempczinski,Chairman and Chief Executive Officer,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,2019 (Chairman since 2024),,,"**: ""Accelerating the Arches"" growth strategy emphasizing operational excellence",,McDonalds_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: Chairman role,30,Ransomware impact: General stakeholder,Priority 2,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-129751,McDonalds Corporation,,,,,,Brian Rice,Executive Vice President and Global Chief Information Officer,Technology,CIO/CTO,Ultimate Decision Maker,Yes,Yes,August 2022,,,,,McDonalds_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,90,Ransomware impact: Chief Information Officer role,Priority 1,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-129751,McDonalds Corporation,,,,,,Michael (Mike) Gordon,Senior Vice President and Chief Information Security Officer,Technology,CIO/CTO,Ultimate Decision Maker,Yes,Yes,March 2024 (recent appointment indicating priority),,,**: Risk management and brand protection on global scale,,McDonalds_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,95,Ransomware impact: Chief Information Security Officer role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-129751,McDonalds Corporation,,,,,,Miles D. White,Lead Independent Director,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,"CEO, Abbott Laboratories",,**Engagement Value**: Regulatory compliance and operational risk management expertise,,McDonalds_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-134567,PGE Pacific Gas Electric,-leading safety metrics,,,"23,000",,"Patricia K. ""Patti"" Poppe",Chief Executive Officer,Executive,CEO/President,Executive Decision Maker,Yes,Yes,January 2021,CEO of CMS Energy,MS,"Safety transformation, wildfire mitigation, clean energy transition",,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
